Unnamed: 0,character,line,movie
7239,STEVE ROGERS,If Ultron is really building a body...,Avengers: Age of Ultron
7240,TONY STARK,He'll be more powerful than any of us. Maybe all of us. An android designed by a robot.,Avengers: Age of Ultron
7241,STEVE ROGERS,You know I really miss the days when the weirdest thing science ever created was me.,Avengers: Age of Ultron
7242,NICK FURY,I'll drop Banner off at the tower. Do you mind if I borrow Ms. Hill?,Avengers: Age of Ultron
7243,TONY STARK,"She's all yours, apparently. What are you gonna do?",Avengers: Age of Ultron
7244,NICK FURY,"I don't know. Something dramatic, I hope.",Avengers: Age of Ultron
7245,CLINT BARTON,I'm gonna finish re-flooring that sunroom as soon as I get back.,Avengers: Age of Ultron
7246,LAURA BARTON,"Yeah, and then you'll find another part of the house to tear apart.",Avengers: Age of Ultron
7247,CLINT BARTON,No. It's the last project. I promise.,Avengers: Age of Ultron
7248,ERIK SELVIG,This is it. The Water of Sight.,Avengers: Age of Ultron
7249,THOR,"In every realm, there's a reflection. If the water spirits accept me, I can return to my dream, and find what I missed.",Avengers: Age of Ultron
7250,ERIK SELVIG,"The men who enter that water, the legends don't end well.",Avengers: Age of Ultron
7251,TONY STARK,"A hacker who's faster than Ultron? He could be anywhere. And as this is the center of everything, I'm just a guy looking for a needle in the world's biggest haystack.",Avengers: Age of Ultron
7252,WORLD HUB TECH,How do you find it?,Avengers: Age of Ultron
7253,TONY STARK,"Pretty simple. You bring a magnet.  Oh, I'm decrypting nuclear codes and you don't want me to. Come and get me.",Avengers: Age of Ultron
7254,HEIMDALL,Wake up!,Avengers: Age of Ultron
7255,ERIK SELVIG,Thor!,Avengers: Age of Ultron
7256,ULTRON,Extinction.,Avengers: Age of Ultron
7257,DR. HELEN CHO,"Cellular cohesion will take a few hours, but we can initiate the consciousness stream. We're uploading your cerebral matrix...now.",Avengers: Age of Ultron
7258,WANDA MAXIMOFF,I can read him. He is dreaming.,Avengers: Age of Ultron
7259,DR. HELEN CHO,"I wouldn't call it dreams. It's Ultron's base consciousness, informational noise. Soon...",Avengers: Age of Ultron
7260,ULTRON,How soon? I'm not being pushy.,Avengers: Age of Ultron
7261,DR. HELEN CHO,We're imprinting a physical brain. There are no shortcuts. Even if your magic gem is...,Avengers: Age of Ultron
7262,WANDA MAXIMOFF,How could you?,Avengers: Age of Ultron
7263,ULTRON,How could I what?,Avengers: Age of Ultron
7264,WANDA MAXIMOFF,"You said we would destroy the Avengers, make a better world.",Avengers: Age of Ultron
7265,ULTRON,It will be better.,Avengers: Age of Ultron
7266,WANDA MAXIMOFF,When everyone is dead.,Avengers: Age of Ultron
7267,ULTRON,That is not...! The human race will have every opportunity to improve.,Avengers: Age of Ultron
7268,PIETRO MAXIMOFF,And if they don't?,Avengers: Age of Ultron
7269,ULTRON,Ask Noah.,Avengers: Age of Ultron
7270,WANDA MAXIMOFF,You're a madman.,Avengers: Age of Ultron
7271,ULTRON,"There were more than a dozen extinction level events before even the dinosaurs got theirs. When the Earth starts to settle, God throws a stone at it, and believe me, he's winding up. We have to evolve. There's no room for the weak.",Avengers: Age of Ultron
7272,PIETRO MAXIMOFF,And who decides who's weak?,Avengers: Age of Ultron
7273,ULTRON,Life. Life always decides. There's incoming. The Quinjet. We have to move.,Avengers: Age of Ultron
7274,DR. HELEN CHO,That's not a problem.,Avengers: Age of Ultron
7275,ULTRON,"Ah, wait, guys!.  They'll understand. When they see they'll understand. I just need a little more time.",Avengers: Age of Ultron
7276,STEVE ROGERS,Two minutes. Stay close.  Dr. Cho!,Avengers: Age of Ultron
7277,DR. HELEN CHO,He's uploading himself into the body.,Avengers: Age of Ultron
7278,STEVE ROGERS,Where?,Avengers: Age of Ultron
7279,DR. HELEN CHO,"The real power is inside the Cradle. The gem, its power is uncontainable. You can't just blow it up. You have to get the Cradle to Stark.",Avengers: Age of Ultron
7280,STEVE ROGERS,First I have to find it.,Avengers: Age of Ultron
7281,DR. HELEN CHO,Go.,Avengers: Age of Ultron
7282,STEVE ROGERS,Did you guys copy that?,Avengers: Age of Ultron
7283,CLINT BARTON,We did.,Avengers: Age of Ultron
7284,NATASHA ROMANOFF,"I got a private jet taking off, across town, no manifest. That could be him.",Avengers: Age of Ultron
7285,CLINT BARTON,"There. It's the truck from the lab. Right above you, Cap. On the loop by the bridge. It's them. I got three with the Cradle, one in the cab. I could take out the driver.",Avengers: Age of Ultron
7286,STEVE ROGERS,"Negative! If that truck crashes, the gem could level the city. We need to draw out Ultron.",Avengers: Age of Ultron
7287,ULTRON,"No, no, no, no, no. Leave me alone!",Avengers: Age of Ultron
7288,STEVE ROGERS,"Well, he's definitely unhappy! I'm gonna try and keep him that way.",Avengers: Age of Ultron
7289,CLINT BARTON,"You're not a match for him, Cap.",Avengers: Age of Ultron
7290,STEVE ROGERS,"Thanks, Barton.",Avengers: Age of Ultron
7291,ULTRON,"You know what's in that Cradle? The power to make real change, and that terrifies you.",Avengers: Age of Ultron
7292,STEVE ROGERS,I wouldn't call it a comfort.,Avengers: Age of Ultron
7293,ULTRON,Stop it!,Avengers: Age of Ultron
7294,CLINT BARTON,"We got a window. Four, three...give 'em hell.",Avengers: Age of Ultron
7295,NATASHA ROMANOFF,I'm always picking up after you boys.,Avengers: Age of Ultron
7296,CLINT BARTON,"They're heading under the overpass, I've got no shot.",Avengers: Age of Ultron
7297,NATASHA ROMANOFF,Which way?,Avengers: Age of Ultron
7298,CLINT BARTON,Hard right... Now.,Avengers: Age of Ultron
7299,NATASHA ROMANOFF,"Out of the way! Coming through! Sorry, coming through!",Avengers: Age of Ultron
7300,STEVE ROGERS,Come on!,Avengers: Age of Ultron
7301,NATASHA ROMANOFF,"Clint, can you draw out the guards?",Avengers: Age of Ultron
7302,CLINT BARTON,Let's find out.,Avengers: Age of Ultron
7303,NATASHA ROMANOFF,Beep beep!,Avengers: Age of Ultron
7304,CLINT BARTON,"Heading back towards you. So whatever you're going to do, do it now.",Avengers: Age of Ultron
7305,NATASHA ROMANOFF,"I'm going in, Cap can you keep him occupied?",Avengers: Age of Ultron
7306,STEVE ROGERS,What do you think I've been doing?,Avengers: Age of Ultron
7307,CLINT BARTON,The package is airborne. I have a clean shot.,Avengers: Age of Ultron
7308,NATASHA ROMANOFF,Negative. I am still in the truck.,Avengers: Age of Ultron
7309,CLINT BARTON,What the hell are you...?,Avengers: Age of Ultron
7310,NATASHA ROMANOFF,"Just be ready, I'm sending the package to you.",Avengers: Age of Ultron
7311,CLINT BARTON,How do you want me to take it?,Avengers: Age of Ultron
7312,NATASHA ROMANOFF,"Uhh, you might wish you hadn't asked that.",Avengers: Age of Ultron
7313,ULTRON,Please. Don't do this.,Avengers: Age of Ultron
7314,WANDA MAXIMOFF,What choice do we have?,Avengers: Age of Ultron
7315,STEVE ROGERS,I lost him! He's headed your way.,Avengers: Age of Ultron
7316,CLINT BARTON,"Nat, we gotta go. Nat! Cap, you see Nat?",Avengers: Age of Ultron
7317,STEVE ROGERS,"If you have the package, get it to Stark! Go!",Avengers: Age of Ultron
7318,CLINT BARTON,Do you have eyes on Nat?,Avengers: Age of Ultron
7319,STEVE ROGERS,Go!  Civilians in our path.  Can you stop this thing?,Avengers: Age of Ultron
7320,PIETRO MAXIMOFF,I'm fine. I just need to take a minute.,Avengers: Age of Ultron
7321,STEVE ROGERS,I'm very tempted not to give you one.,Avengers: Age of Ultron
7322,WANDA MAXIMOFF,"The Cradle, did you get it?",Avengers: Age of Ultron
7323,STEVE ROGERS,Stark will take care of it.,Avengers: Age of Ultron
7324,WANDA MAXIMOFF,"No, he won't.",Avengers: Age of Ultron
7325,STEVE ROGERS,"You don't know what you're talking about, Stark's not crazy.",Avengers: Age of Ultron
7326,WANDA MAXIMOFF,He will do anything to make things right.,Avengers: Age of Ultron
7327,STEVE ROGERS,"Stark, come in. Stark. Anyone on comms?",Avengers: Age of Ultron
7328,WANDA MAXIMOFF,Ultron can't tell the difference between saving the world and destroying it. Where do you think he gets that?,Avengers: Age of Ultron
7329,BRUCE BANNER,Anything on Nat?,Avengers: Age of Ultron
7330,TONY STARK,"Haven't heard. But she's alive, or Ultron'd be rubbing our faces in it.",Avengers: Age of Ultron
7331,CLINT BARTON,This is sealed tight.,Avengers: Age of Ultron
7332,BRUCE BANNER,"We're going to need to access the program, break it down from within.",Avengers: Age of Ultron
7333,TONY STARK,"Hm. Any chance Natasha might leave you a message, outside the internet, old school spy stuff?",Avengers: Age of Ultron
7334,CLINT BARTON,"There's some nets I can cast. Yeah, alright. I'll find her.",Avengers: Age of Ultron
7335,BRUCE BANNER,"I can work on tissue degeneration, if you can fry whatever operational system Cho implanted.",Avengers: Age of Ultron
7336,TONY STARK,"Yeah, about that.",Avengers: Age of Ultron
7337,BRUCE BANNER,No.,Avengers: Age of Ultron
7338,TONY STARK,You have to trust me.,Avengers: Age of Ultron
7339,BRUCE BANNER,Kinda don't.,Avengers: Age of Ultron
7340,TONY STARK,Our ally? The guy protecting the military's nuclear codes? I found him.,Avengers: Age of Ultron
7341,JARVIS,"Hello, Dr. Banner.",Avengers: Age of Ultron
7342,TONY STARK,"Ultron didn't go after JARVIS cause he was angry. He attacked him because he was scared of what he can do. So JARVIS went underground. Okay? Scattered, dumped his memory. But not his protocols. He didn't even know he was in there, until I pieced him together.",Avengers: Age of Ultron
7343,BRUCE BANNER,"So, you want me to help you put JARVIS into this thing?",Avengers: Age of Ultron
7344,TONY STARK,"No, of course not! I want to help you put JARVIS in this thing.  We're out of my field here. You know bio-organics better than anyone.",Avengers: Age of Ultron
7345,BRUCE BANNER,And you just assume that JARVIS' operational matrix can beat Ultron's?,Avengers: Age of Ultron
7346,TONY STARK,"JARVIS has been beating him from inside without knowing it. This is the opportunity, we can create Ultron's perfect self, without the homicidal glitches he thinks are his winning personality. We have to.",Avengers: Age of Ultron
7347,JARVIS,I believe it's worth a go.,Avengers: Age of Ultron
7348,BRUCE BANNER,"No, I'm in a loop! I'm caught in a time loop, this is exactly where it all went wrong.",Avengers: Age of Ultron
7349,TONY STARK,"I know, I know. I know what everyone's going to say, but they're already saying it. We're mad scientists. We're monsters, buddy. You gotta own it. Make a stand.  It's not a loop. It's the end of the line.",Avengers: Age of Ultron
7350,ULTRON,"I wasn't sure you'd wake up. I hoped you would, I wanted to show you something. I don't have anyone else. I think a lot about meteors, the purity of them. Boom! The end, start again. The world made clean for the new man to rebuild. I was meant to be new. I was meant to be beautiful. The world would've looked to the sky and seen hope, seen mercy. Instead they'll look up in horror because of you. You've wounded me. I give you full marks for that. But, like the man said, ""What doesn't kill me… ""…just makes me stronger.""",Avengers: Age of Ultron
7351,TONY STARK,This framework is not compatible.,Avengers: Age of Ultron
7352,BRUCE BANNER,The genetic coding tower's at ninety-seven percent. You have got to upload that schematic in the next three minutes.,Avengers: Age of Ultron
7353,STEVE ROGERS,I'm gonna say this once.,Avengers: Age of Ultron
7354,TONY STARK,"How about ""nonce""?",Avengers: Age of Ultron
7355,STEVE ROGERS,Shut it down!,Avengers: Age of Ultron
7356,TONY STARK,"Nope, not gonna happen.",Avengers: Age of Ultron
7357,STEVE ROGERS,You don't know what you're doing.,Avengers: Age of Ultron
7358,BRUCE BANNER,And you do? She's not in your head?,Avengers: Age of Ultron
7359,WANDA MAXIMOFF,I know you're angry.,Avengers: Age of Ultron
7360,BRUCE BANNER,"Oh, we're way past that. I could choke the life out of you and never change a shade.",Avengers: Age of Ultron
7361,STEVE ROGERS,"Banner, after everything that's happened...",Avengers: Age of Ultron
7362,TONY STARK,That's nothing compared to what's coming!,Avengers: Age of Ultron
7363,WANDA MAXIMOFF,You don't know what's in there!,Avengers: Age of Ultron
7364,STEVE ROGERS,This isn't a game...,Avengers: Age of Ultron
7365,WANDA MAXIMOFF,The creature...!,Avengers: Age of Ultron
7366,PIETRO MAXIMOFF,"No, no. Go on. You were saying?",Avengers: Age of Ultron
7367,WANDA MAXIMOFF,Pietro!,Avengers: Age of Ultron
7368,CLINT BARTON,What? You didn't see that coming?,Avengers: Age of Ultron
7369,BRUCE BANNER,"Go ahead, piss me off.  Wait!",Avengers: Age of Ultron
7370,VISION,"I'm sorry, that was...odd.  Thank you.",Avengers: Age of Ultron
7371,STEVE ROGERS,"Thor, you helped create this?",Avengers: Age of Ultron
7372,THOR,I've had a vision. A whirlpool that sucks in all hope of life and at it's center is that.,Avengers: Age of Ultron
7373,BRUCE BANNER,"What, the gem?",Avengers: Age of Ultron
7374,THOR,"It's the Mind Stone. It's one of the six Infinity Stones, the greatest power in the universe, unparalleled in its destructive capabilities.",Avengers: Age of Ultron
7375,STEVE ROGERS,Then why would you bring it to...,Avengers: Age of Ultron
7376,THOR,Because Stark is right.,Avengers: Age of Ultron
7377,BRUCE BANNER,"Oh, it's definitely the end times.",Avengers: Age of Ultron
7378,THOR,The Avengers cannot defeat Ultron.,Avengers: Age of Ultron
7379,VISION,Not alone.,Avengers: Age of Ultron
7380,STEVE ROGERS,"Why does your ""vision"" sound like JARVIS?",Avengers: Age of Ultron
7381,TONY STARK,We...we reconfigured JARVIS' matrix to create something new.,Avengers: Age of Ultron
7382,STEVE ROGERS,I think I've had my fill of new.,Avengers: Age of Ultron
7383,VISION,You think I'm a child of Ultron?,Avengers: Age of Ultron
7384,STEVE ROGERS,You're not?,Avengers: Age of Ultron
7385,VISION,I'm not Ultron. I'm not JARVIS. I am...I am.,Avengers: Age of Ultron
7386,WANDA MAXIMOFF,I looked in your head and saw annihilation.,Avengers: Age of Ultron
7387,VISION,Look again.,Avengers: Age of Ultron
7388,CLINT BARTON,Yeah. Her seal of approval means jack to me.,Avengers: Age of Ultron
7389,THOR,"Their powers, the horrors in our heads, Ultron himself, they all came from the Mind Stone, and they're nothing compared to what it can unleash. But with it on our side...",Avengers: Age of Ultron
7390,STEVE ROGERS,Is it? Are you? On our side?,Avengers: Age of Ultron
7391,VISION,I don't think it's that simple.,Avengers: Age of Ultron
7392,CLINT BARTON,Well it better get real simple real soon.,Avengers: Age of Ultron
7393,VISION,"I am on the side of life. Ultron isn't, he will end it all.",Avengers: Age of Ultron
7394,TONY STARK,What's he waiting for?,Avengers: Age of Ultron
7395,VISION,You.,Avengers: Age of Ultron
7396,BRUCE BANNER,Where?,Avengers: Age of Ultron
7397,CLINT BARTON,Sokovia. He's got Nat there too.,Avengers: Age of Ultron
7398,BRUCE BANNER,"If we're wrong about you, if you're the monster that Ultron made you to be...",Avengers: Age of Ultron
7399,VISION,"What will you do?  I don't want to kill Ultron. He's unique, and he's in pain. But that pain will roll over the earth, so he must be destroyed. Every form he's built, every trace of his presence on the net, we have to act now. And not one of us can do it without the others. Maybe I am a monster. I don't think I'd know if I were one. I'm not what you are, and not what you intended. So there may be no way to make you trust me. But we need to go.",Avengers: Age of Ultron
7400,THOR,Right.  Well done.,Avengers: Age of Ultron
7401,STEVE ROGERS,Three minutes. Get what you need.,Avengers: Age of Ultron
7402,FRIDAY,"Good evening, boss.",Avengers: Age of Ultron
7403,TONY STARK,"No way we all get through this. If even one tin soldier is left standing, we've lost. It's gonna be blood on the floor.",Avengers: Age of Ultron
7404,STEVE ROGERS,I got no plans tomorrow night.,Avengers: Age of Ultron
7405,TONY STARK,I get first crack at the big guy. Iron Man's the one he's waiting for.,Avengers: Age of Ultron
7406,VISION,"That's true, he hates you the most.",Avengers: Age of Ultron
7407,STEVE ROGERS,"Ultron knows we're coming. Odds are we'll be riding into heavy fire, and that's what we signed up for. But the people of Sokovia, they didn't. So our priority is getting them out.",Avengers: Age of Ultron
7408,PIETRO MAXIMOFF,"We're under attack! Clear the city, now!  Get off your asses.",Avengers: Age of Ultron
7409,STEVE ROGERS,"All they want is to live their lives in peace, and that's not going to happen today. But we can do our best to protect them. And we can get the job done, and find out what Ultron's been building. We find Romanoff, and we clear the field. Keep the fight between us. Ultron thinks we're monsters and we're what's wrong with the world. This isn't just about beating him. It's about whether he's right.",Avengers: Age of Ultron
7410,BRUCE BANNER,Natasha! Natasha!,Avengers: Age of Ultron
7411,NATASHA ROMANOFF,Bruce?,Avengers: Age of Ultron
7412,BRUCE BANNER,You alright?,Avengers: Age of Ultron
7413,NATASHA ROMANOFF,Yeah.,Avengers: Age of Ultron
7414,BRUCE BANNER,"The team's in the city, it's about to light up.",Avengers: Age of Ultron
7415,NATASHA ROMANOFF,I don't suppose you found a key lying around somewhere?,Avengers: Age of Ultron
7416,BRUCE BANNER,"Yeah, I did.",Avengers: Age of Ultron
7417,NATASHA ROMANOFF,So what's our play?,Avengers: Age of Ultron
7418,BRUCE BANNER,I'm here to get you to safety.,Avengers: Age of Ultron
7419,NATASHA ROMANOFF,Job's not finished.,Avengers: Age of Ultron
7420,BRUCE BANNER,"We could help with the evacuation, but I can't be in a fight near civilians. And you've done plenty. Our fight is over.",Avengers: Age of Ultron
7421,NATASHA ROMANOFF,So we just disappear?,Avengers: Age of Ultron
7422,FRIDAY,"Your man's in the church, boss. I think he's waiting for you.",Avengers: Age of Ultron
7423,ULTRON,Come to confess your sins?,Avengers: Age of Ultron
7424,TONY STARK,"I don't know, how much time you got?",Avengers: Age of Ultron
7425,ULTRON,More than you.,Avengers: Age of Ultron
7426,TONY STARK,"Uhhh. Have you been juicing? A little Vibranium cocktail? You're looking, I don't wanna say, puffy...",Avengers: Age of Ultron
7427,ULTRON,You're stalling to protect the people.,Avengers: Age of Ultron
7428,TONY STARK,"Well, that is the mission. Did you forget?",Avengers: Age of Ultron
7429,ULTRON,"I've moved beyond your mission. I'm free.  What, you think you're the only one stalling?",Avengers: Age of Ultron
7430,FRIDAY,There's the rest of the Vibranium. Function: still unclear.,Avengers: Age of Ultron
7431,ULTRON,"This is how you end, Tony. This is peace in my time.",Avengers: Age of Ultron
7432,STEVE ROGERS,Go!,Avengers: Age of Ultron
7433,WANDA MAXIMOFF,Get off the bridge! Run!,Avengers: Age of Ultron
7434,VISION,Ultron.,Avengers: Age of Ultron
7435,ULTRON,My Vision. They really did take everything from me.,Avengers: Age of Ultron
7436,VISION,"You set the terms, you can change them.",Avengers: Age of Ultron
7437,ULTRON,Alright.,Avengers: Age of Ultron
7438,TONY STARK,FRIDAY! The Vision?,Avengers: Age of Ultron
7439,FRIDAY,"Boss, it's working. He's burning Ultron out of the net, he won't escape through there.",Avengers: Age of Ultron
7440,ULTRON,"You shut me out! You think I care? You take away my world, I take away yours.",Avengers: Age of Ultron
7441,TONY STARK,FRIDAY?,Avengers: Age of Ultron
7442,FRIDAY,Sokovia's going for a ride.,Avengers: Age of Ultron
7443,ULTRON,"Do you see? The beauty of it, the inevitability. You rise, only to fall. You, Avengers, you are my meteor, my swift and terrible sword and the earth will crack with the weight of your failure. Purge me from your computers, turn my own flesh against me. It means nothing. When the dust settles, the only thing living in this world will be metal.",Avengers: Age of Ultron
7444,BRUCE BANNER,We gotta move.,Avengers: Age of Ultron
7445,NATASHA ROMANOFF,You're not going to turn green?,Avengers: Age of Ultron
7446,BRUCE BANNER,I've got a compelling reason not to lose my cool.,Avengers: Age of Ultron
7447,NATASHA ROMANOFF,I adore you.  But I need the other guy.  Let's finish the job.  I really hope this makes us even. Now go be a hero.,Avengers: Age of Ultron
7448,FRIDAY,"The Vibranium core has got a magnetic field, that's what's keeping the rock together.",Avengers: Age of Ultron
7449,TONY STARK,If it drops?,Avengers: Age of Ultron
7450,FRIDAY,"Right now the impact would kill thousands. Once it gets high enough: Global extinction.  That building's not clear, Tenth floor.",Avengers: Age of Ultron
7451,TONY STARK,Hi. Okay. Get in the tub!,Avengers: Age of Ultron
7452,FRIDAY,"I got airborne, heading up to the bridge.",Avengers: Age of Ultron
7453,TONY STARK,"Cap, you got incoming.",Avengers: Age of Ultron
7454,STEVE ROGERS,"Incoming already came in. Stark, you worry about bringing the city back down safely. The rest of us have one job: tear these things apart. You get hurt, hurt 'em back. You get killed, walk it off.",Avengers: Age of Ultron
7455,CLINT BARTON,"Go, go, move!",Avengers: Age of Ultron
7456,WANDA MAXIMOFF,How could I let this happen?,Avengers: Age of Ultron
7457,CLINT BARTON,"Hey, hey, you okay?",Avengers: Age of Ultron
7458,WANDA MAXIMOFF,This is all our fault.,Avengers: Age of Ultron
7459,CLINT BARTON,"Hey, look at me. It's your fault, it's everyone's fault, who cares. Are you up for this? Are you? Look, I just need to know, cause the city is flying. Okay, look, the city is flying, we're fighting an army of robots, and I have a bow and arrow. None of this makes sense. But I'm going back out there because it's my job. Okay? And I can't do my job and babysit. It doesn't matter what you did, or what you were. If you go out there, you fight, and you fight to kill. Stay in here, you're good, I'll send your brother to come find you, but if you step out that door, you are an Avenger.  Alright, good chat.  Yeah, the city is flying.",Avengers: Age of Ultron
7460,STEVE ROGERS,I got you! Just look at me.,Avengers: Age of Ultron
7461,ULTRON,You can't save them all. You'll never...,Avengers: Age of Ultron
7462,STEVE ROGERS,"You'll never what? You didn't finish!  What, were you napping?",Avengers: Age of Ultron
7463,ULTRON,Thor! You're bothering me.,Avengers: Age of Ultron
7464,CLINT BARTON,"Alright, we're all clear here.",Avengers: Age of Ultron
7465,STEVE ROGERS,We are not clear! We are very not clear!,Avengers: Age of Ultron
7466,CLINT BARTON,"Alright, coming to you.",Avengers: Age of Ultron
7467,PIETRO MAXIMOFF,Keep up old man!,Avengers: Age of Ultron
7468,CLINT BARTON,"Nobody would know. Nobody. ""The last I saw him, when Ultron was sitting on him. Uh...yeah, he'll be missed, that quick little bastard. I miss him already.""",Avengers: Age of Ultron
7469,STEVE ROGERS,Romanoff!,Avengers: Age of Ultron
7470,NATASHA ROMANOFF,Thanks.,Avengers: Age of Ultron
7471,FRIDAY,"The anti-gravs are rigged to flip. Touch 'em, they'll go full reverse thrust. The city's not coming down slow.",Avengers: Age of Ultron
7472,TONY STARK,The spire's Vibranium. If I get Thor to hit it...,Avengers: Age of Ultron
7473,FRIDAY,"It'll crack, but that's not enough, the impact would still be devastating.",Avengers: Age of Ultron
7474,TONY STARK,"Maybe if we cap the other end, keep the atomic action doubling back.",Avengers: Age of Ultron
7475,FRIDAY,"That could vaporize the city, and everyone on it.",Avengers: Age of Ultron
7476,STEVE ROGERS,"The next wave's gonna hit any minute. What have you got, Stark?",Avengers: Age of Ultron
7477,TONY STARK,"Well, nothing great. Maybe a way to blow up the city. That'll keep it from impacting the surface if you guys can get clear.",Avengers: Age of Ultron
7478,STEVE ROGERS,"I asked for a solution, not an escape plan.",Avengers: Age of Ultron
7479,TONY STARK,Impact radius is getting bigger every second. We're going to have to make a choice.,Avengers: Age of Ultron
7480,NATASHA ROMANOFF,"Cap, these people are going nowhere. If Stark finds a way to blow this rock...",Avengers: Age of Ultron
7481,STEVE ROGERS,Not 'til everyone's safe.,Avengers: Age of Ultron
7482,NATASHA ROMANOFF,Everyone up here versus everyone down there? There's no math there.,Avengers: Age of Ultron
7483,STEVE ROGERS,I'm not leaving this rock with one civilian on it.,Avengers: Age of Ultron
7484,NATASHA ROMANOFF,I didn't say we should leave.  There's worse ways to go. Where else am I gonna get a view like this?,Avengers: Age of Ultron
7485,NICK FURY,"Glad you like the view, Romanoff. It's about to get better.   Nice, right? I pulled her out of mothballs with a couple of old friends. She's dusty, but she'll do.",Avengers: Age of Ultron
7486,STEVE ROGERS,"Fury, you son of a bitch.",Avengers: Age of Ultron
7487,NICK FURY,Oooh! You kiss your mother with that mouth?,Avengers: Age of Ultron
7488,MARIA HILL,Altitude is eighteen thousand and climbing.,Avengers: Age of Ultron
7489,SPECIALIST CAMERON KLEIN,"Lifeboats secure to deploy. Disengage in three, two...take 'em out.",Avengers: Age of Ultron
7490,PIETRO MAXIMOFF,This is SHIELD?,Avengers: Age of Ultron
7491,STEVE ROGERS,This is what SHIELD's supposed to be.,Avengers: Age of Ultron
7492,PIETRO MAXIMOFF,This is not so bad.,Avengers: Age of Ultron
7493,STEVE ROGERS,Let's load 'em up.,Avengers: Age of Ultron
7494,MARIA HILL,"Sir, we have multiple bogies converging on our starboard flank.",Avengers: Age of Ultron
7495,NICK FURY,Show 'em what we got.,Avengers: Age of Ultron
7496,MARIA HILL,You're up.,Avengers: Age of Ultron
7497,JAMES RHODES,Yes! Now this is gonna be a good story.,Avengers: Age of Ultron
7498,TONY STARK,Yep. If you live to tell it.,Avengers: Age of Ultron
7499,JAMES RHODES,You think I can't hold my own?,Avengers: Age of Ultron
7500,TONY STARK,"We get through this, I'll hold your own.",Avengers: Age of Ultron
7501,JAMES RHODES,You had to make it weird.,Avengers: Age of Ultron
7502,CLINT BARTON,"Alright, let's load 'em up! Alright, here we go. Here we go, let's move. Let's go everyone!",Avengers: Age of Ultron
7503,SPECIALIST CAMERON KLEIN,"Number six boat is topped and locked. Or, uh, or stocked, topped. It...it's, uh, full of people.",Avengers: Age of Ultron
7504,MARIA HILL,Incoming!,Avengers: Age of Ultron
7505,SPECIALIST CAMERON KLEIN,"Oh, God!",Avengers: Age of Ultron
7506,ULTRON,You think you're saving anyone? I turn that key and drop this rock a little early and it's still billions dead. Even you can't stop that.,Avengers: Age of Ultron
7507,THOR,"I am Thor, son of Odin, and as long as there is life in my breast, I am...running out of things to say! Are you ready?",Avengers: Age of Ultron
7508,VISION,It's terribly well balanced.,Avengers: Age of Ultron
7509,THOR,"Well, if there's too much weight, you lose power on the swing, so.",Avengers: Age of Ultron
7510,TONY STARK,I got it! Create a heat seal. I can...I can supercharge the spire from below.,Avengers: Age of Ultron
7511,FRIDAY,Running numbers.  A heat seal could work with enough power.,Avengers: Age of Ultron
7512,TONY STARK,"Thor, I got a plan!",Avengers: Age of Ultron
7513,THOR,We're out of time. They're coming for the core.,Avengers: Age of Ultron
7514,TONY STARK,"Rhodey, get the rest of the people on board that carrier.",Avengers: Age of Ultron
7515,JAMES RHODES,On it.,Avengers: Age of Ultron
7516,TONY STARK,"Avengers, time to work for a living.",Avengers: Age of Ultron
7517,PIETRO MAXIMOFF,You good?,Avengers: Age of Ultron
7518,WANDA MAXIMOFF,Yeah.,Avengers: Age of Ultron
7519,TONY STARK,"Romanoff? You and Banner better not be playing ""hide the zucchini.""",Avengers: Age of Ultron
7520,NATASHA ROMANOFF,"Relax, Shell-head. Not all of us can fly.  What's the drill?",Avengers: Age of Ultron
7521,TONY STARK,"This is the drill. If Ultron gets a hand on the core, we lose.",Avengers: Age of Ultron
7522,THOR,Is that the best you can do?,Avengers: Age of Ultron
7523,STEVE ROGERS,You had to ask.,Avengers: Age of Ultron
7524,ULTRON,"This is the best I can do. This is exactly what I wanted. All of you, against all of me. How could you possibly hope to stop me?",Avengers: Age of Ultron
7525,TONY STARK,"Well, like the old man said. Together.",Avengers: Age of Ultron
7526,ULTRON,"You know, with the benefit of hindsight....",Avengers: Age of Ultron
7527,THOR,They'll try to leave the city.,Avengers: Age of Ultron
7528,TONY STARK,"We can't let 'em, not even one. Rhodey!",Avengers: Age of Ultron
7529,JAMES RHODES,"I'm on it.  Oh, no, I didn't say you could leave. War Machine, comin' at you, right ...  Okay, what?",Avengers: Age of Ultron
7530,STEVE ROGERS,"We gotta move out. Even I can tell the air is getting thin. You guys get to the boats, I'll sweep for stragglers, be right behind you.",Avengers: Age of Ultron
7531,CLINT BARTON,What about the core?,Avengers: Age of Ultron
7532,WANDA MAXIMOFF,I'll protect it. It's my job. Get the people on the boats.,Avengers: Age of Ultron
7533,PIETRO MAXIMOFF,I'm not going to leave you here.,Avengers: Age of Ultron
7534,WANDA MAXIMOFF,"I can handle this.  Come back for me when everyone else is off, not before.",Avengers: Age of Ultron
7535,PIETRO MAXIMOFF,Hmm.,Avengers: Age of Ultron
7536,WANDA MAXIMOFF,You understand?,Avengers: Age of Ultron
7537,PIETRO MAXIMOFF,"You know, I'm twelve minutes older than you.",Avengers: Age of Ultron
7538,WANDA MAXIMOFF,Go.,Avengers: Age of Ultron
7539,FRIDAY,"Boss, power levels are way below opt...",Avengers: Age of Ultron
