Unnamed: 0,character,line,movie
13648,TONY STARK,"Yeah, we got one advantage. He's coming to us. We'll use it. All right, I have a plan. Or at least the beginnings of one. It's pretty simple. We draw him in, pin him down, get what we need. Definitely don't wanna dance with this guy. We just want the gauntlet. Are you yawning? In the middle of this, while I'm breaking it down? Huh? Did you hear what I said?",Avengers: Infinity War
13649,DRAX,"I stopped listening after you said, ""We need a plan.""",Avengers: Infinity War
13650,TONY STARK,"Okay, Mr. Clean is on his own page.",Avengers: Infinity War
13651,PETER QUILL,"See, ""not winging it"" isn't really what they do.",Avengers: Infinity War
13652,PETER PARKER,"Uh, what exactly is it that they do?",Avengers: Infinity War
13653,MANTIS,"Kick names, take ass.",Avengers: Infinity War
13654,DRAX,"Yeah, that's right.",Avengers: Infinity War
13655,TONY STARK,"Alright, just get over here, please. Mr. Lord, can you get your folks to circle up?",Avengers: Infinity War
13656,PETER QUILL,"""Mr. Lord."" Star-Lord is fine.",Avengers: Infinity War
13657,TONY STARK,We gotta coalesce. 'Cause if all we come at him with is a plucky attitude....,Avengers: Infinity War
13658,PETER QUILL,"Dude, don't call us plucky. We don't know what it means. Alright, we're optimistic, yes. I like your plan. Except it sucks, so let me do the plan, and that way it might be really good.",Avengers: Infinity War
13659,DRAX,Tell him about the dance-off to save the universe.,Avengers: Infinity War
13660,TONY STARK,What dance-off?,Avengers: Infinity War
13661,PETER QUILL,It's not a... it's not... it's nothing.,Avengers: Infinity War
13662,PETER PARKER,"Like in Footloose, the movie?",Avengers: Infinity War
13663,PETER QUILL,Exactly like Footloose. Is it still the greatest movie in history?,Avengers: Infinity War
13664,PETER PARKER,It never was.,Avengers: Infinity War
13665,TONY STARK,"Don't encourage this, alright?",Avengers: Infinity War
13666,PETER PARKER,Okay.,Avengers: Infinity War
13667,TONY STARK,We're getting no help from Flash Gordon here.,Avengers: Infinity War
13668,PETER QUILL,"Flash Gordon? By the way, that's a compliment. Don't forget, I'm half human.  So that 50% of me that's stupid? That's 100% you.",Avengers: Infinity War
13669,TONY STARK,Your math is blowing my mind.,Avengers: Infinity War
13670,MANTIS,"Excuse me, but... does your friend often do that?",Avengers: Infinity War
13671,TONY STARK,"Strange, we alright? You're back. You're alright.",Avengers: Infinity War
13672,PETER PARKER,"Hey, what was that?",Avengers: Infinity War
13673,STEPHEN STRANGE,I went forward in time to view alternate futures. To see all the possible outcomes of the coming conflict.,Avengers: Infinity War
13674,PETER QUILL,How many did you see?,Avengers: Infinity War
13675,STEPHEN STRANGE,"14,000,605",Avengers: Infinity War
13676,TONY STARK,How many did we win?,Avengers: Infinity War
13677,STEPHEN STRANGE,One.,Avengers: Infinity War
13678,THANOS,The stone had better be up there... for your sister's sake.,Avengers: Infinity War
13679,RED SKULL,"Welcome, Thanos, son of A'lars. Gamora, daughter of Thanos.",Avengers: Infinity War
13680,THANOS,You know us?,Avengers: Infinity War
13681,RED SKULL,It is my curse to know all who journey here.,Avengers: Infinity War
13682,THANOS,Where's the Soul Stone?,Avengers: Infinity War
13683,RED SKULL,You should know... it extracts a terrible price.,Avengers: Infinity War
13684,THANOS,I am prepared.,Avengers: Infinity War
13685,RED SKULL,We all think that at first.  We are all wrong.,Avengers: Infinity War
13686,THANOS,How is it you know this place so well?,Avengers: Infinity War
13687,RED SKULL,"A lifetime ago, I, too, sought the stones. I even held one in my hand. But it cast me out, banished me here. Guiding others to a treasure I cannot possess. What you seek lies before you. As does what you fear.",Avengers: Infinity War
13688,THANOS,What's this?,Avengers: Infinity War
13689,RED SKULL,The price. Soul hold a special place among the Infinity Stones. You might say it has a certain wisdom.,Avengers: Infinity War
13690,THANOS,Tell me what it needs.,Avengers: Infinity War
13691,RED SKULL,To ensure that whoever possesses it... understands its power.... The stone demands a sacrifice.,Avengers: Infinity War
13692,THANOS,Of what?,Avengers: Infinity War
13693,RED SKULL,"In order to take the stone, you must lose that which you love. A soul, for a soul.",Avengers: Infinity War
13694,GAMORA,"All my life, I dreamed of a day... a moment when you would get what you deserved. And I was always so disappointed. But now... you kill and torture... and you call it mercy. The universe has judged you. You asked it for a prize, and it told you no. You failed. And do you wanna know why? Because you love nothing. No one. Really? Tears?",Avengers: Infinity War
13695,RED SKULL,They're not for him.,Avengers: Infinity War
13696,GAMORA,No! This isn't love!,Avengers: Infinity War
13697,THANOS,"I ignored my destiny once. I cannot do that again. Even for you.  I'm sorry, little one.",Avengers: Infinity War
13698,GAMORA,No!,Avengers: Infinity War
13699,STEVE ROGERS,"Drop to 2600, heading 0-3-0.",Avengers: Infinity War
13700,SAM WILSON,"I hope you're right about this, Cap. Or we're gonna land a lot faster than you want to.",Avengers: Infinity War
13701,OKOYE,When you said we were going to open Wakanda to the rest of the world... this is not what I imagined.,Avengers: Infinity War
13702,T'CHALLA,And what did you imagine?,Avengers: Infinity War
13703,OKOYE,The Olympics. Maybe even a Starbucks.,Avengers: Infinity War
13704,BRUCE BANNER,Should we bow?,Avengers: Infinity War
13705,JAMES RHODES,"Yeah, he's a king.",Avengers: Infinity War
13706,STEVE ROGERS,Seems like I'm always thanking you for something.,Avengers: Infinity War
13707,JAMES RHODES,What are you doing?,Avengers: Infinity War
13708,T'CHALLA,"Uh, we don't do that here.  So how big of an assault can we expect?",Avengers: Infinity War
13709,BRUCE BANNER,"Uh, sir, I think you can expect quite a big assault.",Avengers: Infinity War
13710,NATASHA ROMANOFF,How we looking?,Avengers: Infinity War
13711,T'CHALLA,"You will have my Kingsguard, the Border Tribe, the Dora Milaje, and...",Avengers: Infinity War
13712,BUCKY BARNES,"A semi-stable, 100-year-old man.",Avengers: Infinity War
13713,STEVE ROGERS,"How you been, Buck?",Avengers: Infinity War
13714,BUCKY BARNES,"Uh, not bad, for the end of the world.",Avengers: Infinity War
13715,SHURI,Whoa. The structure is polymorphic.,Avengers: Infinity War
13716,BRUCE BANNER,"Right, we had to attach each neuron non-sequentially.",Avengers: Infinity War
13717,SHURI,Why didn't you just reprogram the synapses to work collectively?,Avengers: Infinity War
13718,BRUCE BANNER,"Because, we didn't think of it.",Avengers: Infinity War
13719,SHURI,I'm sure you did your best.,Avengers: Infinity War
13720,WANDA MAXIMOFF,Can you do it?,Avengers: Infinity War
13721,SHURI,"Yes, but there are more than two trillion neurons here. One misalignment could cause a cascade of circuit failures.  It will take time, brother.",Avengers: Infinity War
13722,STEVE ROGERS,How long?,Avengers: Infinity War
13723,SHURI,As long as you can give me.,Avengers: Infinity War
13724,OKOYE,Something's entered the atmosphere.,Avengers: Infinity War
13725,SAM WILSON,"Hey, Cap, we got a situation here.",Avengers: Infinity War
13726,BUCKY BARNES,"God, I love this place.",Avengers: Infinity War
13727,JAMES RHODES,"Yeah, don't start celebrating yet, guys. We got more incoming outside the dome.",Avengers: Infinity War
13728,VISION,It's too late. We need to destroy the stone now.,Avengers: Infinity War
13729,NATASHA ROMANOFF,"Vision, get your ass back on the table.",Avengers: Infinity War
13730,T'CHALLA,We will hold them off.,Avengers: Infinity War
13731,STEVE ROGERS,"Wanda, as soon as the stone's out of his head... you blow it to hell.",Avengers: Infinity War
13732,WANDA MAXIMOFF,I will.,Avengers: Infinity War
13733,T'CHALLA,Evacuate the city. Engage all defense procedures.  And get this man a shield.,Avengers: Infinity War
13734,ROCKET,"I don't think you get the scientifics here. These rings are gigantic. You wanna get them moving, you're gonna need something a lot bigger to yank 'em loose.",Avengers: Infinity War
13735,THOR,Leave that to me.,Avengers: Infinity War
13736,ROCKET,"Leave that to you? Buddy, you're in space. All you got is a rope and a--",Avengers: Infinity War
13737,THOR,Fire the engines!,Avengers: Infinity War
13738,ROCKET,Nnnyah!,Avengers: Infinity War
13739,THOR,MORE... POWER... RABBIT!,Avengers: Infinity War
13740,EITRI,"Well done, boy.",Avengers: Infinity War
13741,THOR,That's Nivadellir!,Avengers: Infinity War
13742,EITRI,Damn it.,Avengers: Infinity War
13743,ROCKET,"""Damn it""? What's ""damn it""?",Avengers: Infinity War
13744,EITRI,The mechanism is crippled.,Avengers: Infinity War
13745,THOR,What?,Avengers: Infinity War
13746,EITRI,With the iris closed I can't heat the metal.,Avengers: Infinity War
13747,THOR,How long will it take to heat?,Avengers: Infinity War
13748,EITRI,"A few minutes, maybe more. Why?",Avengers: Infinity War
13749,THOR,I'm gonna hold it open.,Avengers: Infinity War
13750,EITRI,That's suicide.,Avengers: Infinity War
13751,THOR,So is facing Thanos without that ax.,Avengers: Infinity War
13752,NATASHA ROMANOFF,"How we looking, Bruce?",Avengers: Infinity War
13753,BRUCE BANNER,"Yeah, I think I'm getting the hang of it. Wow! It's like being the Hulk without actually--  I'm okay. I'm okay.",Avengers: Infinity War
13754,JAMES RHODES,I got two heat signatures breaking through the tree line.,Avengers: Infinity War
13755,JABARI WARRIORS,MIE EFFA! YA HU! MIE EFFA! YA HU! MIE EFFA! YA HU! MIE EFFA! YA HU! MIE EFFA! YA HU!,Avengers: Infinity War
13756,T'CHALLA,Thank you for standing with us.,Avengers: Infinity War
13757,M'BAKU,"Of course, brother.",Avengers: Infinity War
13758,NATASHA ROMANOFF,Where's your other friend?,Avengers: Infinity War
13759,PROXIMA MIDNIGHT,You will pay for his life with yours. Thanos will have that stone.,Avengers: Infinity War
13760,STEVE ROGERS,That's not gonna happen.,Avengers: Infinity War
13761,T'CHALLA,You are in Wakanda now. Thanos will have nothing but dust and blood.,Avengers: Infinity War
13762,PROXIMA MIDNIGHT,We... have blood to spare.,Avengers: Infinity War
13763,BUCKY BARNES,Did they surrender?,Avengers: Infinity War
13764,STEVE ROGERS,Not exactly.,Avengers: Infinity War
13765,BUCKY BARNES,What the hell.,Avengers: Infinity War
13766,NATASHA ROMANOFF,Looks like we pissed her off.,Avengers: Infinity War
13767,OKOYE,They're killing themselves.,Avengers: Infinity War
13768,SAM WILSON,You seen the teeth on those things?,Avengers: Infinity War
13769,JAMES RHODES,"Alright, back up, Sam. You're gonna get your wings singed.",Avengers: Infinity War
13770,BRUCE BANNER,"Cap, if these things circle the perimeter and get in behind us... there's nothing between them and Vision.",Avengers: Infinity War
13771,STEVE ROGERS,Them we better keep 'em in front of us.,Avengers: Infinity War
13772,OKOYE,How do we do that?,Avengers: Infinity War
13773,T'CHALLA,"We open the barrier.  On my signal, open North-West Section Seventeen.",Avengers: Infinity War
13774,DOME CONTROL,"Requesting confirmation, my King. You said open the barrier?",Avengers: Infinity War
13775,T'CHALLA,On my signal.,Avengers: Infinity War
13776,M'BAKU,This will be the end of Wakanda.,Avengers: Infinity War
13777,OKOYE,Then it will be the noblest ending in history.,Avengers: Infinity War
13778,T'CHALLA,"WAKANDA FOREVER!!!!  Now! How much longer, Shuri?",Avengers: Infinity War
13779,SHURI,"We've barely begun, brother.",Avengers: Infinity War
13780,T'CHALLA,You might want to pick up the pace.,Avengers: Infinity War
13781,THOR,"Allfathers, give me strength.",Avengers: Infinity War
13782,EITRI,"You understand, boy? You're about to take the full force of a star. It'll kill you.",Avengers: Infinity War
13783,THOR,Only if I die.,Avengers: Infinity War
13784,EITRI,"Yes. That's what... ""killing you"" means. Hold it! Hold it, Thor!",Avengers: Infinity War
13785,ROCKET,"Thor! Say something. Come on. Thor, you okay? I think he's dying!",Avengers: Infinity War
13786,EITRI,"He needs the ax! Where's the handle? Tree, help me find the handle!",Avengers: Infinity War
13787,BRUCE BANNER,There’s too many of them! GYAH! AAAAHHHHH! AH-hahaha! You guys are so screwed now!,Avengers: Infinity War
13788,THOR,BRING ME THANOS!,Avengers: Infinity War
13789,STEPHEN STRANGE,"Oh, yeah, you're much more of a ""Thanos.""",Avengers: Infinity War
13790,THANOS,"I take it the Maw is dead. This day extracts a heavy toll. Still, he accomplished his mission.",Avengers: Infinity War
13791,STEPHEN STRANGE,You may regret that. He brought you face-to-face with the Master of the Mystic Arts.,Avengers: Infinity War
13792,THANOS,And where do you think he brought you?,Avengers: Infinity War
13793,STEPHEN STRANGE,Let me guess. Your home?,Avengers: Infinity War
13794,THANOS,"It was. And it was beautiful.  Titan was like most planets. Too many mouths, and not enough to go around. And when we faced extinction, I offered a solution.",Avengers: Infinity War
13795,STEPHEN STRANGE,Genocide.,Avengers: Infinity War
13796,THANOS,"But at random, dispassionate, fair to rich and poor alike. They called me a madman. And what I predicted came to pass.",Avengers: Infinity War
13797,STEPHEN STRANGE,Congratulations. You're a prophet.,Avengers: Infinity War
13798,THANOS,I'm a survivor.,Avengers: Infinity War
13799,STEPHEN STRANGE,Who wants to murder trillions.,Avengers: Infinity War
13800,THANOS,"With all six stones, I could simply snap my fingers, and they would all cease to exist. I call that... mercy.",Avengers: Infinity War
13801,STEPHEN STRANGE,And then what?,Avengers: Infinity War
13802,THANOS,I finally rest... and watch the sun rise on a grateful universe. The hardest choices require the strongest wills.,Avengers: Infinity War
13803,STEPHEN STRANGE,I think... you'll find... our will... equal to yours.,Avengers: Infinity War
13804,THANOS,Ours?,Avengers: Infinity War
13805,TONY STARK,"Piece of cake, Quill.",Avengers: Infinity War
13806,PETER QUILL,"Yeah, if your goal was to piss him off! Boom!",Avengers: Infinity War
13807,STEPHEN STRANGE,Do not let him close his fist.,Avengers: Infinity War
13808,PETER PARKER,Magic!  More magic!  Magic with a kick!  Magic with a--,Avengers: Infinity War
13809,THANOS,"Insect! Well, well.",Avengers: Infinity War
13810,NEBULA,You should have killed me.,Avengers: Infinity War
13811,THANOS,It would've been a waste of parts!,Avengers: Infinity War
13812,NEBULA,Where's Gamora?!,Avengers: Infinity War
13813,TONY STARK,Is he under? Don't let up.,Avengers: Infinity War
13814,MANTIS,Be quick. He is very strong.,Avengers: Infinity War
13815,TONY STARK,"Parker, help! Get over here.  She can't hold him much longer. Let's go.",Avengers: Infinity War
13816,PETER QUILL,"I thought you'd be harder to catch. For the record, this was my plan. Not so strong now, huh? Where is Gamora?",Avengers: Infinity War
13817,THANOS,My Gamora...?,Avengers: Infinity War
13818,PETER QUILL,"No, bull-shit. Where is she?",Avengers: Infinity War
13819,MANTIS,He is in anguish.,Avengers: Infinity War
13820,PETER QUILL,Good.,Avengers: Infinity War
13821,MANTIS,He… he mourns.,Avengers: Infinity War
13822,DRAX,What does this monster have to mourn?,Avengers: Infinity War
13823,NEBULA,Gamora.,Avengers: Infinity War
13824,PETER QUILL,What?,Avengers: Infinity War
13825,NEBULA,He took her to Vormir. He came back with the Soul Stone... but she didn't.,Avengers: Infinity War
13826,TONY STARK,"Okay, Quill, you gotta cool it right now, you understand? Don't, don't, don't engage, we've almost got this off!",Avengers: Infinity War
13827,PETER QUILL,Tell me she's lying.  Asshole! Tell me you didn't do it!,Avengers: Infinity War
13828,THANOS,I... had... to.,Avengers: Infinity War
13829,PETER QUILL,"No, you didn't…! No, you didn't…!  NO, YOU DIDN'T!",Avengers: Infinity War
13830,TONY STARK,"Quill! Hey, stop! Hey, stop! Stop! Hey, stop! Stop!",Avengers: Infinity War
13831,PETER PARKER,"It's coming! It's coming! It's coming!  I got it! I got it.... ! Oh, God.",Avengers: Infinity War
13832,ROCKET,"Come and get some, space dogs!  Come on, get some, get some! Come on, get some!  How much for the gun?",Avengers: Infinity War
13833,BUCKY BARNES,Not for sale.,Avengers: Infinity War
13834,ROCKET,"Okay, how much for the arm?  Oh, I'll get that arm.",Avengers: Infinity War
13835,STEVE ROGERS,New haircut?,Avengers: Infinity War
13836,THOR,"Notice you've copied my beard. By the way, this is a friend of mine. Tree.",Avengers: Infinity War
13837,GROOT,I AM GROOT!,Avengers: Infinity War
13838,STEVE ROGERS,I am Steve Rogers.,Avengers: Infinity War
13839,T'CHALLA,Fall back! Fall back now!,Avengers: Infinity War
13840,JAMES RHODES,"Focus that fire on the left flank, Sam.",Avengers: Infinity War
13841,SAM WILSON,I'm doing it.,Avengers: Infinity War
13842,OKOYE,Why was she up there all this time?,Avengers: Infinity War
13843,PROXIMA MIDNIGHT,She's on the field. Take it.,Avengers: Infinity War
13844,SAM WILSON,"Guys, we got a Vision situation here.",Avengers: Infinity War
13845,STEVE ROGERS,Somebody get to Vision!,Avengers: Infinity War
13846,BRUCE BANNER,I got him!,Avengers: Infinity War
13847,WANDA MAXIMOFF,On my way.,Avengers: Infinity War
13848,PROXIMA MIDNIGHT,He'll die alone. As will you.,Avengers: Infinity War
13849,NATASHA ROMANOFF,She's not alone.,Avengers: Infinity War
13850,PROXIMA MIDNIGHT,Euuyaaah!,Avengers: Infinity War
13851,BRUCE BANNER,"Oh no, oh no you don't. This isn't going to be like New York, pal. This suit's already kicked the crap out of the Hulk-- Guys! Vision needs backup now!   Hulk. Hulk, I know you like making your entrance at the last second, well, this is it, man. This is the last, last second.  Ahhhhh! Hulk! Hulk! HULK!",Avengers: Infinity War
13852,HULK,NOOOO!!!,Avengers: Infinity War
13853,BRUCE BANNER,"Oh, screw you, ya big green asshole! I'll do it myself!  Come on! See you later, Alligator!  Hulk, we got a lot to figure out, pal.",Avengers: Infinity War
13854,CORVUS GLAIVE,"I thought you were formidable, machine. But you're dying, like any man.",Avengers: Infinity War
13855,STEVE ROGERS,Get outta here!  GO!,Avengers: Infinity War
13856,NATASHA ROMANOFF,That was really gross.,Avengers: Infinity War
13857,STEVE ROGERS,I thought I told you to go.,Avengers: Infinity War
13858,VISION,"We don't trade lives, Captain.",Avengers: Infinity War
13859,PETER PARKER,I got you! I got you!  I'm sorry I can't remember anybody's names!,Avengers: Infinity War
13860,THANOS,"You're full of tricks, wizard.",Avengers: Infinity War
13861,STEPHEN STRANGE,No!,Avengers: Infinity War
13862,THANOS,Yet you never once used your greatest weapon.  A fake.,Avengers: Infinity War
13863,TONY STARK,"You throw another moon at me, and I'm gonna to lose it.",Avengers: Infinity War
13864,THANOS,Stark.,Avengers: Infinity War
13865,TONY STARK,You know me?,Avengers: Infinity War
13866,THANOS,I do. You're not the only one cursed with knowledge.,Avengers: Infinity War
13867,TONY STARK,My only curse is you.,Avengers: Infinity War
13868,THANOS,"Come on! All that for a drop of blood. You have my respect, Stark. When I'm done, half of humanity will still be alive.  I hope they remember you.",Avengers: Infinity War
13869,STEPHEN STRANGE,Stop!  Spare his life... and I will give you the stone.,Avengers: Infinity War
13870,THANOS,No tricks.,Avengers: Infinity War
13871,TONY STARK,Don't...!,Avengers: Infinity War
13872,THANOS,One to go.,Avengers: Infinity War
13873,PETER QUILL,Where is he?! Did we just lose?,Avengers: Infinity War
13874,TONY STARK,Why would you do that?,Avengers: Infinity War
13875,STEPHEN STRANGE,We're in the Endgame now.,Avengers: Infinity War
13876,M'BAKU,MAYEFA!,Avengers: Infinity War
13877,JABARI WARRIORS,YA HU HU!,Avengers: Infinity War
13878,WANDA MAXIMOFF,Are you okay?  What? What is it?,Avengers: Infinity War
13879,VISION,He's here.,Avengers: Infinity War
13880,STEVE ROGERS,"Everyone, on my position. We have incoming.",Avengers: Infinity War
13881,NATASHA ROMANOFF,What the hell?,Avengers: Infinity War
13882,BRUCE BANNER,Cap. That's him.,Avengers: Infinity War
13883,STEVE ROGERS,Eyes up. Stay sharp.,Avengers: Infinity War
13884,VISION,Wanda. It's time.,Avengers: Infinity War
13885,WANDA MAXIMOFF,No.,Avengers: Infinity War
13886,VISION,"They can't stop him, Wanda, but we can. Look at me. You have the power to destroy the stone.",Avengers: Infinity War
13887,WANDA MAXIMOFF,Don't.,Avengers: Infinity War
13888,VISION,"You must do it. Wanda, please. We. Are. Out of time.",Avengers: Infinity War
13889,WANDA MAXIMOFF,I can't.,Avengers: Infinity War
13890,VISION,"Yes, you can. You can. If he gets the stone, half the universe dies.",Avengers: Infinity War
13891,WANDA MAXIMOFF,It's not fair.,Avengers: Infinity War
13892,VISION,"It shouldn't be you, but it is. It's all right. You could never hurt me. I just... feel you. It's all right. It's all right. I love you.",Avengers: Infinity War
13893,THANOS,"I understand, my child. Better than anyone.",Avengers: Infinity War
13894,WANDA MAXIMOFF,You could never.,Avengers: Infinity War
13895,THANOS,"Today, I lost more than you can know. But now is no time to mourn. Now... is no time at all.",Avengers: Infinity War
13896,WANDA MAXIMOFF,No!,Avengers: Infinity War
13897,THOR,I told you. You'd die for that!,Avengers: Infinity War
13898,THANOS,You should have... you...  You should have gone for the head!,Avengers: Infinity War
13899,THOR,NO!,Avengers: Infinity War
13900,THANOS,Daughter?,Avengers: Infinity War
13901,GAMORA,Did you do it?,Avengers: Infinity War
13902,THANOS,Yes.,Avengers: Infinity War
13903,GAMORA,What did it cost?,Avengers: Infinity War
13904,THANOS,Everything.,Avengers: Infinity War
13905,THOR,What'd you do?  WHAT'D YOU DO?!,Avengers: Infinity War
13906,STEVE ROGERS,Where'd he go? Thor... where'd he go?,Avengers: Infinity War
13907,BUCKY BARNES,Steve?,Avengers: Infinity War
13908,T'CHALLA,"Up, General. Up! This is no place to die.",Avengers: Infinity War
13909,OKOYE,Kumkani?!,Avengers: Infinity War
13910,GROOT,I am Groot...,Avengers: Infinity War
13911,ROCKET,"No... no. No. No. No! Groot, no...",Avengers: Infinity War
13912,JAMES RHODES,"Sam?  Sam, where you at?!",Avengers: Infinity War
13913,MANTIS,Something's happening.,Avengers: Infinity War
13914,DRAX,Quill?,Avengers: Infinity War
13915,TONY STARK,"Steady, Quill.",Avengers: Infinity War
13916,PETER QUILL,"Aw, man.",Avengers: Infinity War
13917,STEPHEN STRANGE,"Tony, there was no other way.",Avengers: Infinity War
13918,PETER PARKER,Mr. Stark?  I don't feel so good...,Avengers: Infinity War
13919,TONY STARK,You're all right?,Avengers: Infinity War
13920,PETER PARKER,"I don't know what's -- I don't know what's happening. I don't--  I don't wanna go, I don't wanna go, Mr. Stark, please. Please, I don't wanna go. I don't wanna go...  I'm sorry.",Avengers: Infinity War
13921,NEBULA,He did it.,Avengers: Infinity War
13922,JAMES RHODES,What is this? What the hell is happening?,Avengers: Infinity War
13923,STEVE ROGERS,"Oh, God.",Avengers: Infinity War
13924,NICK FURY,Still no word from Stark?,Avengers: Infinity War
13925,MARIA HILL,"No, not yet. We're watching every satellite in both hemispheres, there's still nothing.",Avengers: Infinity War
13926,NICK FURY,What is it?,Avengers: Infinity War
13927,MARIA HILL,Multiple bogeys over Wakanda.,Avengers: Infinity War
13928,NICK FURY,Same energy signatures as New York?,Avengers: Infinity War
13929,MARIA HILL,Ten times bigger.,Avengers: Infinity War
13930,NICK FURY,Tell Klein. We'll meet him at- -,Avengers: Infinity War
13931,MARIA HILL,"Nick, Nick!",Avengers: Infinity War
13932,NICK FURY,They okay?,Avengers: Infinity War
13933,MARIA HILL,There's no one here.,Avengers: Infinity War
13934,NICK FURY,Call Control. Code Red.,Avengers: Infinity War
13935,MARIA HILL,Nick?,Avengers: Infinity War
13936,NICK FURY,"Hill? Oh, no. Motherf--",Avengers: Infinity War
